TotalT,Temp,LSR,CA,Size,IsoT,F_X,Yield Lvls
79.81726272,438.15,8,0,5,59.81726272,17.84090909,1
120,388.15,10,1.019586252,0.5,90,19.77272727,2
62.64231087,448.15,20,0.101958625,0.5,17.64231087,16.59090909,1
40,403.15,8,1.215694618,0.5,38.95,33.20454545,2
40.69047619,398.15,8,0.407871928,8,28.19047619,18.86363636,3
105.58,373.73,10,2.039172504,0.5,30,19.77272727,2
25.2,473.15,5.666666667,0,2,10.2,19.31818182,2
110.4772394,448.15,20,0.101958625,0.5,65.47723935,18.74431818,1
90,373.15,10,0.407834501,0.425,90,15,2
150,413.15,6,0,4,120,11.932,1
29.92388363,388.15,8,0.407871928,8,18.67388363,18.86363636,3
67,410.2409091,7.69,0,5,0,14.5,1
134.7056344,398.15,8,0.305903946,8,122.2056344,18.86363636,3
47.67254038,448.15,20,0.101958625,0.5,2.672540382,18.74431818,1
136.0702481,373.65,8,0.407871928,8,126.6327481,18.86363636,3
81.77231188,388.15,8,0.101967982,8,70.52231188,18.86363636,3
155.5666441,388.15,8,0.407871928,8,144.3166441,18.86363636,3
210,388.15,10,0.407834501,0.5,180,19.77272727,2
15.02177549,493.15,40,0,5,15.02177549,23.78409091,1
79.93581358,428.15,8,0,5,54.93581358,16.70454545,1
71.97575383,373.65,8,0.203935964,8,62.53825383,18.86363636,3
90.30447284,433.15,6,0,5,90.30447284,15.1,2
55,423.15,5,0,13.375,20,16.81818182,1
90,393.15,10,0.20391725,0.425,90,15,3
26.54647193,413.15,10,0.137136588,0.5,24.54647193,20.909,1
78.92631373,398.15,8,0.203935964,8,66.42631373,18.86363636,3
15.06739323,433.15,10,0.137136588,0.5,12.56739323,20.909,2
188.1734694,398.15,8,0.407871928,8,175.6734694,18.86363636,2
60.28742359,438.15,8,0,5,30.28742359,16.70454545,2
70,413.15,9,0.132546213,0.5,70,14.64,2
69.17266187,433.15,9,0.101958625,0.84,4,16.59,2
100,403.15,8,0.405231539,0.5,98.98256944,33.20454545,2
110,433.15,4,0,5,60,17.6,2
124.0499584,433.15,6,0,5,120.0499584,14.7,2
142,428.6045455,7.69,0,5,75,14.5,1
42.85714286,493.15,15,0,0.59,15,16.03409,1
157.7246848,373.65,8,0.305903946,8,148.2871848,18.86363636,3
21.25,448.15,10,0,8,2.5,18.86363636,1
45,433.15,4,0.288792625,20,40,19.33,2
60,443.15,4,0.045708819,0.42,60,25.02272727,1
135.58,373.73,10,2.039172504,0.5,60,19.77272727,2
30,443.15,15,0,0.177,20,12.16,1
25,413.15,9,0.132546213,0.5,25,14.64,1
120.1636326,408.15,8,0.407871928,8,106.4136326,18.86363636,2
0,403.15,8,0.405231539,0.5,0,33.20454545,1
354.5320095,373.65,8,0.203935964,8,345.0945095,18.86363636,3
60,398.15,8,0.810463078,0.5,59.03101852,33.20454545,2
64.10582011,448.15,6,0,5,60.10582011,15.1,2
65.03890392,388.15,8,0.407871928,8,53.78890392,18.86363636,3
192.7461264,388.15,8,0.101967982,8,181.4961264,18.86363636,3
449.4122959,373.65,8,0.407871928,8,439.9747959,18.86363636,3
34.70588235,423.15,6,0,22.5,20,20,1
20,513.15,40,0,5,20,23.78409091,1
28.2903455,408.15,8,0.203935964,8,14.5403455,18.86363636,3
217,430.4227273,7.69,0,5,150,14.5,2
99,413.15,5,0.02,3,69,16.93181818,1
120.1781766,428.15,8,0,5,95.17817662,16.70454545,2
97.05975878,398.15,8,0.203935964,8,84.55975878,18.86363636,3
20.9352518,433.15,9,0.101958625,0.84,10,16.59,3
0,425.15,20,0.20391725,0.42,0,15.45454545,1
95,403.15,10,0.611751751,0.5,60,19.77272727,2
196.8,418.15,8,0,8,181.8,18.86363636,1
30.05413279,473.15,40,0,5,30.05413279,23.78409091,2
8,473.15,1.53164557,0.101307885,6,7.5,17.04545455,2
18.75,448.15,8,0,8,0,18.86363636,1
172,429.6954545,7.69,0,5,105,14.5,1
86.25573848,408.15,8,0.101967982,8,72.50573848,18.86363636,3
71.53387208,398.15,8,0.203935964,8,59.03387208,18.86363636,3
125.2684363,398.15,8,0.305903946,8,112.7684363,18.86363636,2
76.875,433.15,8,0,8,60,18.86363636,1
54,453.15,5.666666667,0,2,39,19.31818182,2
8.684398751,513.15,40,0,0.425,3.457975986,20.9,2
22.28423683,408.15,8,0.305903946,8,8.534236828,18.86363636,3
8,463.15,1.53164557,0.050653942,6,7.5,17.04545455,2
60,383.15,10,0.20391725,0.425,60,15,2
60,383.15,10,0.305875876,0.425,60,15,2
45.80117592,408.15,8,0.101967982,8,32.05117592,18.86363636,3
75.4,373.55,10,1.631338003,0.5,0,19.77272727,1
67.5,448.15,8,0,2,30,19.48,2
90,433.15,4.5,0.664240435,4,90,17.2386,1
19,448.15,10,0.076468969,1,7,18.75,3
64.44050992,448.15,20,0.101958625,0.5,19.44050992,16.99431818,1
35.57482993,398.15,8,0.407871928,8,23.07482993,18.86363636,3
90,373.15,10,0.20391725,0.425,90,15,1
88.97842748,373.65,8,0.305903946,8,79.54092748,18.86363636,3
457.18844,373.65,8,0.101967982,8,447.75094,18.86363636,3
60,443.15,8,0.407834501,8,60,19.43,2
5,453.15,20,0.75,7.9,5,18.75,1
180,373.15,10,0.303923654,0.5125,175,16.3,3
19,468.15,10,0.076468969,1,7,18.75,2
19.05376344,433.15,6,0,5,15.05376344,15.1,1
15.02307692,473.15,10,0.101958625,0.5,12.52307692,20.909,2
60,378.15,8,0.405231539,0.5,59.22481481,33.20454545,1
26.36975244,388.15,8,0.101967982,8,15.11975244,18.86363636,3
19.49094631,473.15,40,0,5,19.49094631,23.78409091,2
80,403.15,8,0.810463078,0.5,78.95,33.20454545,2
60,443.15,8,0.101958625,8,60,19.43,2
25,433.15,3.333333333,0,1,20,23.86363636,1
17,468.15,10,0.076468969,1,5,18.75,2
47.17289362,388.15,8,0.203935964,8,35.92289362,18.86363636,3
11.46919692,388.15,8,0.101967982,8,0.219196923,18.86363636,3
60,433.15,8,0,2,30,19.48,1
196.875,433.15,8,0,8,180,18.86363636,2
36.95,448.15,8,0,8,18.2,18.86363636,1
75.57806373,373.65,8,0.407871928,8,66.14056373,18.86363636,3
22,433.15,9,0.152937938,0.84,18,16.59090909,3
49.90986343,453.15,10,0,0.5,46.50986343,20.909,2
45,388.15,10,1.019586252,0.5,15,19.77272727,2
49.56798867,448.15,20,0.101958625,0.5,4.567988669,16.99431818,1
40,443.15,15,0,0.177,30,12.16,1
4,448.15,6,0,5,0,15.1,1
10.219765,443.15,3,0.040523154,2.75,10,15.94375124,1
3,433.15,20,0.1,0.25,1,20.90909091,2
60,383.15,8,0.405231539,0.5,59.17636574,33.20454545,1
86.3215859,448.15,20,0.101958625,0.5,41.3215859,18.74431818,2
35.71428571,443.15,15,0,0.59,15,16.03409,1
150,443.15,4,0,10.35,90,20.47,2
53.52941176,413.15,6,0,22.5,40,20,1
100,433.15,9,0.132546213,0.5,100,14.64,2
19,468.15,10,0.076468969,1,7,18.75,2
353.5490555,373.65,8,0.407871928,8,344.1115555,18.86363636,3
60,423.15,10,0.20261577,50,25,16.81818182,2
53.10813485,413.15,10,0.137136588,0.5,51.10813485,20.909,2
19,458.15,10,0.076468969,1,7,18.75,3
0.985711771,443.15,6,0,5,0.985711771,21.59090909,1
735.4,373.55,10,1.631338003,0.5,660,19.77272727,3
195.2,373.35,10,0.713710376,0.5,120,19.77272727,2
17,468.15,10,0.076468969,1,2,18.75,2
60,398.15,14,0.810463078,0.5,59.03101852,33.20454545,2
20,443.15,20,0,1.625,19.13483796,18.6,1
25.17045388,408.15,8,0.407871928,8,11.42045388,18.86363636,3
60,403.15,8,0.810463078,0.5,58.95,33.20454545,2
63,503.15,10,0,2,0,17.4,1
66,513.15,10,0,12,0,17.4,1
80.71428571,443.15,15,0,0.59,60,16.03409,2
60,394.15,8,0.810463078,0.5,59.06977778,33.20454545,2
495.29,373.44,10,1.019586252,0.5,420,19.77272727,2
100,423.15,9,0.132546213,0.5,100,14.64,2
120,443.15,4,0,10.35,60,19.96,2
46.97512518,398.15,8,0.203935964,8,34.47512518,18.86363636,3
139.4241147,428.15,8,0,5,119.4241147,17.84090909,2
180,368.15,10,0.101307885,0.5125,175,16.3,2
4,463.15,1.53164557,0.050653942,6,3.5,17.04545455,3
8,473.15,1.53164557,0.050653942,6,7.5,17.04545455,2
96.75060281,448.15,20,0.101958625,0.5,51.75060281,17.38636364,2
20,443.15,10,1.665223473,0.84,20,19.96590909,2
195.8849339,398.15,8,0.101967982,8,183.3849339,18.86363636,3
81.09375,433.15,6,0,5,60,14.72,2
94.33920705,448.15,20,0.101958625,0.5,49.33920705,18.74431818,2
330,388.15,10,0.815669002,0.5,300,19.77272727,2
24.7806025,433.15,10,0.111074086,0.5,22.2806025,20.909,3
51.51515152,493.15,8,0,8,0,19.886,2
80,393.15,4,0,4,60,19.48,1
190,433.15,6,0,4,150,11.932,2
60,463.15,6,0,0.42,60,24.88636364,1
54.54545455,503.15,8,0,8,0,19.886,1
48.96253122,433.15,6,0,5,44.96253122,14.7,2
159.8480725,428.15,8,0,5,139.8480725,17.84090909,1
139.8913354,438.15,8,0,5,119.8913354,17.84090909,1
30.01982138,443.15,6,0,5,30.01982138,21.59090909,1
45,423.15,5,0,13.375,10,16.81818182,1
60,393.15,10,0.305875876,0.425,60,15,3
315.58,373.73,10,2.039172504,0.5,240,19.77272727,3
5.033333333,443.15,3.9,0.1631338,0.38,4.7,21.93181818,2
19.13738551,433.15,6,0,5,15.13738551,14.7,1
79.41209532,425.15,6,0,5,59.56834532,15.02,1
15.06925604,453.15,40,0,0.425,11.30136986,20.9,2
112,425.5136364,7.69,0,5,45,14.5,1
55,423.15,4,0,4,20,19.48,1
9.4375,373.65,8,0.407871928,8,0,18.86363636,3
310.787635,373.65,8,0.203935964,8,301.350135,18.86363636,3
105.6312604,448.15,20,0.101958625,0.5,60.63126036,20.10227273,1
274.6716418,425.15,6,0,5,270.6716418,15.1,2
159.8001052,438.15,8,0,5,139.8001052,17.84090909,1
80,403.15,8,0.405231539,0.5,78.98256944,33.20454545,2
0,393.15,15,0,0.59,0,16.03409,1
90.74155653,448.15,20,0.101958625,0.5,45.74155653,18.74431818,2
180,363.15,10,0.303923654,0.5125,175,16.3,3
35,443.15,4,0.555370432,20,30,19.33,2
30,443.15,8,0.407834501,8,30,19.43,2
10,463.15,20,0.75,7.9,10,18.75,2
34.8,473.15,5.666666667,0,2,19.8,19.31818182,2
16.56621287,373.65,8,0.203935964,8,7.128712871,18.86363636,3
180,363.15,10,0.101307885,0.5125,175,16.3,2
15,423.15,8,0.3,0.515,15,17.95454545,2
199.9904371,428.15,8,0,5,174.9904371,16.70454545,2
56.47278912,398.15,8,0.407871928,8,43.97278912,18.86363636,3
100.1495643,438.15,8,0,5,70.14956431,16.70454545,2
239.9772785,418.15,8,0,5,219.9772785,16.70454545,1
30,423.15,8,0.254896563,8,30,19.43,2
36.95,448.15,10,0,8,18.2,18.86363636,1
68.53891336,448.15,20,0.101958625,0.5,23.53891336,18.74431818,2
210,433.15,4.76,0,5,32.8125,21.59,1
93.89247312,433.15,6,0,5,89.89247312,15.1,2
50,403.15,8,0.405231539,0.5,48.98256944,33.20454545,2
94,440.15,6,0,5,90,15.1,2
200.7142857,443.15,15,0,0.59,180,16.03409,2
23.74514961,448.15,6,0,5,23.74514961,15.1,1
22,393.15,20,0.2,0.25,20,20.90909091,3
86,413.15,5,0.04,3,56,16.93181818,2
0,418.15,8,0,8,0,18.86363636,1
153.343349,388.15,8,0.203935964,8,142.093349,18.86363636,3
60,433.15,6,0,0.42,60,24.88636364,1
34.74758494,388.15,8,0.203935964,8,23.49758494,18.86363636,3
193.4939136,453.15,40,0,0.425,189.7260274,20.9,2
21.12875762,373.65,8,0.407871928,8,11.69125762,18.86363636,3
171.529563,433.15,7.69,0,5,21.52956298,17.84090909,1
7.387657756,513.15,40,0,0.425,2.161234991,20.9,2
60,403.15,5,0.20261577,4,60,16.375,2
100,423.15,3.7,0,2,93,15.48,1
11.25,388.15,8,0.407871928,8,0,18.86363636,3
64.25,448.15,8,0,8,45.5,18.86363636,2
276.4138817,433.15,7.69,0,5,126.4138817,17.84090909,2
30,453.15,4,0.045708819,0.42,30,25.02272727,1
20.03672231,473.15,10,0,0.5,16.23672231,20.909,2
60,398.15,8,0.810463078,0.5,59.03101852,33.20454545,2
50,443.15,4,0.2,0.509,50,18.84090909,3
20.27540468,425.15,6,0,5,0.431654676,15.02,1
75.76387677,408.15,8,0.407871928,8,62.01387677,18.86363636,2
90,443.15,4,0.030199517,0.42,90,25.02272727,1
110.446268,433.15,6,0,5,89.35251799,14.72,2
220.0130065,418.15,8,0,5,200.0130065,17.84090909,1
40.00769231,433.15,10,0.101958625,0.5,37.50769231,20.909,2
60,443.15,4,0.045708819,0.42,60,25.02272727,1
93.23741007,433.15,9,0.101958625,0.84,8,16.59,2
80.14334868,428.15,8,0,5,60.14334868,17.84090909,1
140.1272253,428.15,8,0,5,115.1272253,16.70454545,2
40,463.15,8,8.51E-06,0.509,40,21.375,1
272.1582903,373.65,8,0.407871928,8,262.7207903,18.86363636,3
140.0249344,463.15,6,0,0.42,140.0249344,24.88636364,1
15,423.15,3.7,0,2,8,15.48,1
30,453.15,4,0.045708819,0.42,30,25.02272727,2
275,403.15,10,0.407834501,0.5,240,19.77272727,2
8,433.15,20,0,1.625,7.30787037,18.6,1
132.4,403.15,5,0.405231539,4,132.4,16.375,2
44.10896715,373.65,8,0.203935964,8,34.67146715,18.86363636,3
495.58,373.73,10,2.039172504,0.5,420,19.77272727,3
92,443.15,4,0,3,38,19.9,1
65.51081109,408.15,8,0.407871928,8,51.76081109,18.86363636,2
59.72993041,448.15,6,0,5,59.72993041,15.1,2
81.35704206,408.15,8,0.101967982,8,67.60704206,18.86363636,3
56.01764096,398.15,8,0.305903946,8,43.51764096,18.86363636,3
120,443.15,4,0.099913408,10.35,60,20.47,2
64.87634892,448.15,6,0,5,41.43884892,15.02,2
100,403.15,8,0.810463078,0.5,98.95,33.20454545,2
435.29,373.44,10,1.019586252,0.5,360,19.77272727,2
179.8072877,438.15,8,0,5,149.8072877,16.70454545,2
154.1748543,433.15,6,0,5,150.1748543,14.7,2
10.40959721,373.65,8,0.203935964,8,0.97209721,18.86363636,3
15,418.15,8,0,8,0,18.86363636,1
100.7623487,388.15,8,0.305903946,8,89.51234866,18.86363636,3
14.91071429,513.15,40,0,5,14.91071429,23.78409091,1
57.93107221,398.15,8,0.203935964,8,45.43107221,18.86363636,3
615.29,373.44,10,1.019586252,0.5,540,19.77272727,2
25.8301261,398.15,8,0.203935964,8,13.3301261,18.86363636,3
95,403.15,10,0.815669002,0.5,60,19.77272727,2
92.06462585,398.15,8,0.407871928,8,79.56462585,18.86363636,3
85,393.15,5,0.1,3,55,16.93181818,1
133,443.15,5,0.02,3,103,16.93181818,2
10,513.15,40,0,5,10,23.78409091,1
20,403.15,9,0.132546213,0.5,20,14.64,1
5,413.15,20,0,1.625,4.653935185,18.6,1
90.09249821,448.15,6,0,5,90.09249821,15.1,2
6.612384272,448.15,6,0,0.595,6.612384272,15.1,1
33.52941176,413.15,6,0,22.5,20,20,1
50.55868845,408.15,8,0.407871928,8,36.80868845,18.86363636,2
19,448.15,10,0.076468969,1,7,18.75,3
4,433.15,6,0,5,0,15.1,1
33.82514571,433.15,6,0,5,29.82514571,14.7,1
30,425.15,20,0.20391725,0.42,30,15.45454545,3
20,446.15,6,0.82,0.5,20,14.64,2
30,423.15,8,0.2,0.515,30,17.95454545,2
119.9191171,463.15,6,0,0.42,119.9191171,24.88636364,1
35.3122035,398.15,8,0.101967982,8,22.8122035,18.86363636,3
157.8061224,398.15,8,0.407871928,8,145.3061224,18.86363636,2
7,413.15,20,0.1,0.25,5,20.90909091,3
0.179081176,413.15,6,0,5,0.179081176,21.59090909,1
105.7196372,408.15,8,0.407871928,8,91.96963725,18.86363636,2
59.98217469,418.15,8,0,5,39.98217469,16.70454545,1
7.597883598,448.15,6,0,5,3.597883598,15.1,1
1.533333,463.15,3.9,0.1631338,0.38,1.2,25.68181818,2
29.97692308,433.15,10,0.101958625,0.5,27.47692308,20.909,3
60,423.15,9,0.132546213,0.5,60,14.64,2
90,433.15,8,0,2,60,19.48,2
75.50565913,448.15,20,0.101958625,0.5,30.50565913,16.59090909,3
15.37427819,388.15,8,0.203935964,8,4.124278187,18.86363636,3
50,463.15,19,0,0.42,50,12.95454545,1
120,403.15,5,0.607847309,4,120,16.375,2
30,423.15,5,0,3,0,16.93181818,1
30,443.15,4,0.091201084,0.42,30,25.02272727,2
53.45444168,408.15,8,0.203935964,8,39.70444168,18.86363636,3
65,413.15,5,0.2,3,35,16.93181818,3
45.07292096,493.15,40,0,5,45.07292096,23.78409091,1
50,453.15,15,0,0.177,40,12.16,2
55,423.15,10,0.20261577,3,20,16.81818182,1
73.7588131,408.15,8,0.203935964,8,60.0088131,18.86363636,3
0,473.15,19,0,0.42,0,12.95454545,1
0,448.15,6,0,0.595,0,15.1,1
19,448.15,10,0.076468969,1,7,18.75,3
50,433.15,8,0,2,20,19.48,1
119.9281412,438.15,8,0,5,99.92814117,17.84090909,2
68.9589961,398.15,8,0.101967982,8,56.4589961,18.86363636,3
30.26306406,448.15,6,0,0.595,30.26306406,15.1,2
10,423.15,20,0.152937938,5,10,15.4,3
390,388.15,10,1.019586252,0.5,360,19.77272727,2
40,463.15,6,0,0.42,40,24.88636364,1
21.85135501,493.15,40,0,0.425,17.11111111,20.9,2
180.4269177,473.15,40,0,5,180.4269177,23.78409091,1
0,443.15,10,0,0.178,0,19.77272727,1
76.3333302,408.15,8,0.101967982,8,62.5833302,18.86363636,3
59.73138266,428.15,8,0,5,39.73138266,17.84090909,1
126.9503516,408.15,8,0.305903946,8,113.2003516,18.86363636,2
150,388.15,10,0.407834501,0.5,120,19.77272727,2
68.23054332,448.15,20,0.101958625,0.5,23.23054332,18.74431818,2
239.3358772,433.15,6,0,5,239.3358772,15.1,2
63.22687894,373.65,8,0.203935964,8,53.78937894,18.86363636,3
25,453.15,4,0.288792625,20,20,19.33,2
22.6940324,433.15,10,0.137136588,0.5,20.1940324,20.909,2
10,473.15,19,0,0.42,10,12.95454545,2
10,433.15,20,0.050979313,5,10,15.4,2
20,443.15,4,0.75,0.5,20,14.64,2
62.44422338,398.15,8,0.305903946,8,49.94422338,18.86363636,3
116.3062621,398.15,8,0.101967982,8,103.8062621,18.86363636,3
120,443.15,4,0,10.35,60,20.47,2
330,388.15,10,0.611751751,0.5,300,19.77272727,2
10,433.15,20,0.101958625,5,10,15.4,3
37.14285714,453.15,15,0,0.59,15,15,2
198.1107203,473.15,40,0,0.425,193.8566553,20.9,1
80.71428571,443.15,15,0,0.59,60,15,2
0,453.15,10,0,2,0,17.4,1
19,433.15,9,0.152937938,0.84,15,16.59090909,3
179.9002832,418.15,8,0,5,159.9002832,17.84090909,1
103.7875353,408.15,8,0.305903946,8,90.03753529,18.86363636,2
95.63114477,388.15,8,0.101967982,8,84.38114477,18.86363636,3
23.02266576,388.15,8,0.407871928,8,11.77266576,18.86363636,3
65.55800294,448.15,20,0.101958625,0.5,20.55800294,18.74431818,2
24,403.15,20,0,1.625,23.82696759,18.6,1
10.282555,463.15,3,0.101307885,2.75,10,15.94375124,2
125.9636199,388.15,8,0.203935964,8,114.7136199,18.86363636,3
101.1968839,448.15,20,0.101958625,0.5,56.19688385,16.99431818,2
30,453.15,19,0,0.42,30,12.95454545,3
119.7293533,428.15,8,0,5,99.72935327,17.84090909,1
124.6043579,398.15,8,0.101967982,8,112.1043579,18.86363636,3
155,403.15,10,0.815669002,0.5,120,19.77272727,2
20,433.15,6,0.5,0.5,20,14.64,2
54.70588235,423.15,6,0,22.5,40,20,1
59.45521738,408.15,8,0.305903946,8,45.70521738,18.86363636,2
17,448.15,10,0.076468969,1,5,18.75,2
90.04517846,433.15,6,0,5,90.04517846,21.59090909,2
23.83,448.15,10,0,8,5.08,18.86363636,1
20,413.15,9,0.132546213,0.5,20,14.64,1
105.29,373.44,10,1.019586252,0.5,30,19.77272727,1
80,433.15,9,0.132546213,0.5,80,14.64,3
201.5887151,373.65,8,0.203935964,8,192.1512151,18.86363636,3
19.47085429,408.15,8,0.305903946,8,5.720854293,18.86363636,3
60,398.15,18,0.810463078,0.5,59.03101852,33.20454545,2
120,403.15,5,0.20261577,4,120,16.375,2
98.86196769,448.15,20,0.101958625,0.5,53.86196769,18.74431818,1
215,403.15,10,0.815669002,0.5,180,19.77272727,2
135,413.15,5,0.15,3,105,16.93181818,1
51.34365137,448.15,20,0.101958625,0.5,6.343651372,16.59090909,1
10.0215478,473.15,10,0,0.5,6.2215478,20.909,3
615.2,373.35,10,0.713710376,0.5,540,19.77272727,2
10,425.15,20,0.20391725,0.42,10,15.45454545,3
60,443.15,10,0,0.178,30,19.77272727,1
74.5345039,388.15,8,0.203935964,8,63.2845039,18.86363636,3
39.99285185,408.15,8,0.407871928,8,26.24285185,18.86363636,3
5.053846154,473.15,10,0.101958625,0.5,2.553846154,20.909,1
82.72393539,448.15,20,0.101958625,0.5,37.72393539,18.74431818,2
124.2238806,425.15,6,0,5,120.2238806,15.1,2
30,453.15,15,0,0.177,20,12.16,1
495.4,373.55,10,1.631338003,0.5,420,19.77272727,3
50.34322864,453.15,40,0,0.425,46.57534247,20.9,3
60,443.15,10,1.748484647,0.178,30,19.77272727,3
10,453.15,19,0,0.42,10,12.95454545,2
168.0450502,398.15,8,0.203935964,8,155.5450502,18.86363636,2
110.7142857,443.15,15,0,0.59,90,15,2
2.533333333,443.15,3.9,0.1631338,0.38,2.2,21.93181818,2
4,483.15,1.53164557,0.050653942,6,3.5,17.04545455,2
53.75,448.15,8,0,8,35,18.86363636,1
249.0620407,388.15,8,0.203935964,8,237.8120407,18.86363636,2
555.29,373.44,10,1.019586252,0.5,480,19.77272727,2
14,458.15,10,0.076468969,1,7,18.75,3
224,403.15,20,0,1.625,223.8269676,18.6,1
335,403.15,10,1.019586252,0.5,300,19.77272727,2
22.45455312,513.15,40,0,0.425,17.22813036,20.9,1
2.033333333,463.15,5,0.0815669,0.38,1.7,22.38636364,2
0,463.15,8,0,8,0,18.86363636,1
