TotalT,Temp,LSR,CA,Size,IsoT,F_X,Yield Lvls
51.26882811,408.15,8,0.101967982,8,37.51882811,18.86363636,3
135.29,373.44,10,1.019586252,0.5,60,19.77272727,2
99,423.15,5,0,3,69,16.93181818,1
75,423.15,10,0.20261577,3,40,16.81818182,1
48.9694532,373.65,8,0.203935964,8,39.5319532,18.86363636,3
19.02645503,448.15,6,0,5,15.02645503,15.1,1
210,388.15,10,1.019586252,0.5,180,19.77272727,2
17,468.15,10,0.076468969,1,7,18.75,2
180,373.15,10,0.101307885,0.5125,175,16.3,3
170.446268,433.15,6,0,5,149.352518,14.72,2
58.40153112,408.15,8,0.203935964,8,44.65153112,18.86363636,3
23.75,448.15,8,0,8,5,18.86363636,1
4,440.15,6,0,5,0,15.1,1
93.33569405,448.15,20,0.101958625,0.5,48.33569405,16.99431818,2
88.68837477,448.15,20,0.101958625,0.5,43.68837477,17.38636364,2
71.57267952,408.15,8,0.407871928,8,57.82267952,18.86363636,2
161.6666667,423.15,5,0.34065,3,120,34.9,2
60,403.15,8,0.405231539,0.5,58.95,33.20454545,2
142.5741906,448.15,6,0,5,119.1366906,15.02,2
215,403.15,10,1.019586252,0.5,180,19.77272727,2
30,383.15,10,0.305875876,0.425,30,15,2
90,413.15,4.5,0.21725,4,90,17.2386,1
60,493.15,10,0,12,0,17.4,1
127.328678,398.15,8,0.203935964,8,114.828678,18.86363636,3
10,433.15,20,0.152937938,5,10,15.4,3
17,458.15,10,0.076468969,1,7,18.75,3
30.78571429,398.15,8,0.407871928,8,18.28571429,18.86363636,3
17.80414398,398.15,8,0.203935964,8,5.304143985,18.86363636,3
45,423.15,8,0.3,0.515,45,17.95454545,2
143,423.15,5,0,3,113,16.93181818,2
87.97823092,398.15,8,0.203935964,8,75.47823092,18.86363636,3
10,463.15,20,0.75,7.9,10,18.75,2
34,440.15,6,0,5,30,15.1,1
30,443.15,4,0.091201084,0.42,30,25.02272727,1
19.81749287,433.15,10,0.111074086,0.5,17.31749287,20.909,3
76.19481377,398.15,8,0.305903946,8,63.69481377,18.86363636,3
30,433.15,9,0.132546213,0.5,30,14.64,2
19,458.15,10,0.076468969,1,7,18.75,2
156.6838046,433.15,7.69,0,5,6.683804627,17.84090909,1
10,433.15,20,0.20391725,5,10,15.4,2
13.2,458.15,3.333333333,0,1,3.2,23.86363636,1
77.18838527,448.15,20,0.101958625,0.5,32.18838527,16.99431818,3
55,423.15,10,0,0.177,45,12.16,1
26,448.15,9,0.152937938,0.84,22,16.59090909,2
255.2,373.35,10,0.713710376,0.5,180,19.77272727,2
17,458.15,10,0.076468969,1,7,18.75,3
30,423.15,3.7,0,2,23,15.48,1
34.9909256,408.15,8,0.407871928,8,21.2409256,18.86363636,3
90,433.15,4.5,0.165657201,4,90,17.2386,1
252.8346356,373.65,8,0.101967982,8,243.3971356,18.86363636,3
60,473.15,8,0,8,55,16.89772727,1
34.03340648,398.15,8,0.305903946,8,21.53340648,18.86363636,3
30,463.15,19,0,0.42,30,12.95454545,2
37,443.15,5,0,3,7,16.93181818,1
60.56796008,408.15,8,0.407871928,8,46.81796008,18.86363636,2
10,463.15,20,0.75,7.9,10,18.75,2
14.69299405,448.15,6,0,0.595,14.69299405,15.1,1
119.8188309,418.15,8,0,5,99.81883089,17.84090909,1
40,403.15,8,0.405231539,0.5,38.95,33.20454545,2
275,403.15,10,0.815669002,0.5,240,19.77272727,2
374.297986,373.65,8,0.203935964,8,364.860486,18.86363636,3
10,413.15,20,0.152937938,5,10,15.4,2
13.26190476,398.15,8,0.407871928,8,0.761904762,18.86363636,3
30.23257594,453.15,6,0,5,30.23257594,21.59090909,2
532.192261,373.65,8,0.407871928,8,522.754761,18.86363636,3
48.56866079,408.15,8,0.203935964,8,34.81866079,18.86363636,3
5,463.15,20,0.5,7.9,5,18.75,2
90,413.15,9,0.132546213,0.5,90,14.64,2
59.9737593,428.15,8,0,5,34.9737593,16.70454545,1
45,403.15,8,0,2,30,19.48,1
60,388.15,8,0.405231539,0.5,59.12791667,33.20454545,1
150,388.15,10,0.611751751,0.5,120,19.77272727,2
735.58,373.73,10,2.039172504,0.5,660,19.77272727,3
10,473.15,20,1,7.9,10,18.75,2
334.0932136,373.65,8,0.407871928,8,324.6557136,18.86363636,3
52.955166,388.15,8,0.203935964,8,41.705166,18.86363636,3
25,453.15,4,0.821948239,20,20,19.33,2
26.10544218,398.15,8,0.407871928,8,13.60544218,18.86363636,3
6.199995286,473.15,10,0.444296346,0.5,2.399995286,20.909,2
100,413.15,5,0.1,3,70,16.93181818,2
73.77891156,398.15,8,0.407871928,8,61.27891156,18.86363636,3
45,403.15,5,0,13.375,20,16.81818182,1
50,473.15,19,0,0.42,50,12.95454545,1
184,440.15,6,0,5,180,15.1,2
199.8353427,418.15,8,0,5,179.8353427,17.84090909,2
150,413.15,10,0,4,120,11.932,1
239.6613191,438.15,8,0,5,209.6613191,16.70454545,2
18.70408163,398.15,8,0.407871928,8,6.204081633,18.86363636,3
16.875,433.15,8,0,8,0,18.86363636,1
0,448.15,10,0,8,0,18.86363636,1
99.86038114,428.15,8,0,5,74.86038114,16.70454545,1
435.4,373.55,10,1.631338003,0.5,360,19.77272727,3
88,433.15,20,0,1.625,87.30787037,18.6,3
145.5428126,398.15,8,0.305903946,8,133.0428126,18.86363636,2
178.9074786,398.15,8,0.203935964,8,166.4074786,18.86363636,2
60,368.15,10,0.20261577,0.5125,55,16.3,2
67.41501416,448.15,20,0.101958625,0.5,22.41501416,16.99431818,2
55,423.15,8,0,2,30,19.48,1
36.85135501,493.15,40,0,0.425,32.11111111,20.9,1
75,413.15,5,0.2,3,45,16.93181818,2
20,443.15,8,0.25,0.5,20,14.64,2
60,398.15,8,0.810463078,0.5,59.03101852,33.20454545,2
90,388.15,10,1.223503502,0.5,60,19.77272727,2
0,513.15,40,0,5,0,23.78409091,1
219.7359865,438.15,8,0,5,189.7359865,16.70454545,2
60,423.15,8,0.254896563,8,60,19.43,2
54.41018362,398.15,8,0.101967982,8,41.91018362,18.86363636,3
12.14237474,513.15,40,0,0.425,6.915951973,20.9,1
108.2000467,388.15,8,0.101967982,8,96.95004674,18.86363636,3
315,418.15,8,0,8,300,18.86363636,1
18.75,448.15,10,0,8,0,18.86363636,1
10.25116,453.15,3,0.040523154,2.75,10,15.94375124,1
40,453.15,15,0,0.177,30,12.16,2
17,448.15,10,0.076468969,1,7,18.75,3
159.7947412,418.15,8,0,5,139.7947412,16.70454545,1
50,413.15,8,0,2,30,19.48,1
100,433.15,4,0,4,60,19.48,2
40,403.15,9,0.132546213,0.5,40,14.64,1
70,413.15,5,0.1,3,40,16.93181818,2
17,458.15,10,0.076468969,1,7,18.75,3
10,350.5751497,4,0,3,0,19.9,1
25,473.15,5,0,1,10,23.86363636,1
0,403.15,8,1.215694618,0.5,0,33.20454545,1
68.8821344,448.15,20,0.101958625,0.5,23.8821344,17.38636364,2
39.5583329,398.15,8,0.305903946,8,27.0583329,18.86363636,3
185.2012855,388.15,8,0.407871928,8,173.9512855,18.86363636,3
330,433.15,4.76,0,5,152.8125,21.59,1
76.48817328,388.15,8,0.305903946,8,65.23817328,18.86363636,3
50,403.15,9,0.132546213,0.5,50,14.64,1
82,417.8772727,7.69,0,5,15,14.5,1
60,433.15,4,0.091201084,0.42,60,25.02272727,1
159.9133216,438.15,8,0,5,129.9133216,16.70454545,2
62.7330352,448.15,20,0.101958625,0.5,17.7330352,20.10227273,1
330,388.15,10,1.019586252,0.5,300,19.77272727,2
17,458.15,10,0.076468969,1,7,18.75,3
20,433.15,6,0.5,0.5,20,14.64,1
119.9298608,448.15,6,0,5,119.9298608,15.1,2
249.5455108,373.65,8,0.203935964,8,240.1080108,18.86363636,3
232.3505302,373.65,8,0.407871928,8,222.9130302,18.86363636,3
30.40103878,408.15,8,0.305903946,8,16.65103878,18.86363636,3
66.02736057,408.15,8,0.101967982,8,52.27736057,18.86363636,3
14,448.15,10,0.076468969,1,2,18.75,2
12.03333333,443.15,5,0.0815669,0.38,11.7,22.38636364,2
59.49339207,448.15,20,0.101958625,0.5,14.49339207,18.74431818,1
120,388.15,10,0.407834501,0.5,90,19.77272727,2
315.2,373.35,10,0.713710376,0.5,240,19.77272727,2
190,433.15,8,0,4,150,11.932,3
60,398.15,8,1.620926157,0.5,59.03101852,33.20454545,2
74,413.15,5,0.02,3,44,16.93181818,1
292,430.9681818,7.69,0,5,225,14.5,2
0,413.15,6,0,4,0,11.932,1
80,433.15,4,0,4,40,19.48,1
21.7553645,408.15,8,0.203935964,8,8.005364499,18.86363636,3
30,403.15,8,0.101958625,8,30,19.43,1
30,423.15,9,0.132546213,0.5,30,14.64,1
54.07814614,388.15,8,0.407871928,8,42.82814614,18.86363636,3
45.10791367,433.15,9,0.101958625,0.84,2,16.59,3
487.6268625,373.65,8,0.101967982,8,478.1893625,18.86363636,3
180.0529486,438.15,8,0,5,160.0529486,17.84090909,1
60,493.15,10,0,2,0,17.4,1
216.6452442,433.15,7.69,0,5,66.64524422,17.84090909,1
608.9286233,373.65,8,0.101967982,8,599.4911233,18.86363636,3
17,448.15,9,0.152937938,0.84,13,16.59090909,2
63,503.15,10,0,12,0,17.4,1
70,453.15,8,0,2,30,19.48,2
124.4301075,433.15,6,0,5,120.4301075,15.1,2
160,433.15,6,0,4,120,11.932,2
111.2210884,398.15,8,0.407871928,8,98.72108844,18.86363636,2
14.84177215,433.15,10,0.111074086,0.5,12.34177215,20.909,2
30,458.15,2.136752137,0,1,20,23.86363636,1
0,463.15,6,0,0.42,0,24.88636364,1
495.2,373.35,10,0.713710376,0.5,420,19.77272727,2
65,423.15,5,0,13.375,30,16.81818182,1
246.529563,433.15,7.69,0,5,96.52956298,17.84090909,2
150,388.15,10,0.815669002,0.5,120,19.77272727,2
60,363.15,10,0.101307885,0.5125,55,16.3,1
53.95050154,388.15,8,0.305903946,8,42.70050154,18.86363636,3
5,433.15,20,0.152937938,5,5,15.4,3
300,433.15,4.76,0,5,122.8125,21.59,1
115.5978461,408.15,8,0.407871928,8,101.8478461,18.86363636,2
170.446268,433.15,6,0,5,149.352518,15.02,2
78.13879842,408.15,8,0.203935964,8,64.38879842,18.86363636,2
10.59863546,513.15,40,0,0.425,5.372212693,20.9,1
40,400.15,8,1.013078848,0.5,39.01163889,33.20454545,2
109.6279227,425.15,6,0,5,89.78417266,15.02,1
437.1602723,373.65,8,0.203935964,8,427.7227723,18.86363636,3
95,403.15,10,0.407834501,0.5,60,19.77272727,2
38.83655576,425.15,6,0,5,18.99280576,15.02,1
12.9010989,440.15,6,0,5,8.901098901,15.1,1
110,403.15,8,0.405231539,0.5,108.9825694,33.20454545,2
100,473.15,5,0,3,70,16.93181818,2
19.60018775,408.15,8,0.407871928,8,5.850187746,18.86363636,3
555.2,373.35,10,0.713710376,0.5,480,19.77272727,2
180.3333333,413.15,5,0.0815669,0.38,180,22.38636364,2
30,403.15,8,0.407834501,8,30,19.43,3
26.25,448.15,10,0,8,7.5,18.86363636,1
155,403.15,10,0.611751751,0.5,120,19.77272727,2
118,433.15,4,0.045708819,0.42,118,25.02272727,2
6.75,448.15,9,0.152937938,0.84,2.75,16.59090909,1
285,433.15,4.76,0,5,107.8125,21.59,1
8,483.15,1.53164557,0.101307885,6,7.5,17.04545455,2
30,373.15,10,0.407834501,0.425,30,15,1
1.003333333,463.15,3.9,0.1631338,0.38,0.67,21.93181818,2
4,403.15,20,0,1.625,3.826967593,18.6,1
22.0126083,388.15,8,0.203935964,8,10.7626083,18.86363636,3
4,473.15,1.53164557,0.101307885,6,3.5,17.04545455,2
10.78906301,453.15,40,0,5,10.78906301,23.78409091,1
30,425.15,20,0,0.42,30,15.45454545,1
34.90669964,433.15,6,0,5,13.81294964,15.02,1
16.09533508,473.15,10,7.108741531,0.5,12.29533508,20.909,2
10,463.15,20,0.75,7.9,10,18.75,2
40,483.15,8,8.51E-06,0.509,40,21.375,1
50.64,469.15,8,0,8,32.886875,18.63636364,3
20,433.15,6,0.5,0.5,20,14.64,2
5.033333333,443.15,3.9,0.0815669,0.38,4.7,21.93181818,2
140,433.15,4,0.142742075,5,90,17.6,3
88.71999473,388.15,8,0.101967982,8,77.46999473,18.86363636,3
90,433.15,5.666666667,0,2,75,19.31818182,2
60,398.15,8,0.810463078,0.5,59.03101852,33.20454545,2
93.52941176,413.15,6,0,22.5,80,20,1
55,413.15,5,0,13.375,25,16.81818182,1
20,443.15,10,0.333044695,0.84,20,19.96590909,1
240.0666009,428.15,8,0,5,220.0666009,17.84090909,1
40,453.15,10,0.832611736,0.84,40,19.96590909,1
181.1746737,373.65,8,0.203935964,8,171.7371737,18.86363636,3
60,393.15,8,0.405231539,0.5,59.07946759,33.20454545,1
10,403.15,8,0.405231539,0.5,8.982569444,33.20454545,1
40,403.15,8,0.810463078,0.5,38.95,33.20454545,2
5,332.9502883,4,0,3,0,19.9,1
465,418.15,8,0,8,450,18.86363636,2
34.79018633,408.15,8,0.305903946,8,21.04018633,18.86363636,3
25,473.15,2.5,0,1,10,23.86363636,1
80,443.15,10,1.748484647,0.178,50,19.77272727,2
15,453.15,20,0.75,7.9,15,18.75,2
50,433.15,9,0.132546213,0.5,50,14.64,2
10.345345,483.15,3,0.101307885,2.75,10,15.94375124,2
735.2,373.35,10,0.713710376,0.5,660,19.77272727,2
60,453.15,4,0.023442288,0.42,60,25.02272727,1
134.9862312,408.15,8,0.407871928,8,121.2362312,18.86363636,2
35.33835432,433.15,6,0,5,14.24460432,14.72,1
120,463.15,6,0,0.42,120,24.88636364,1
0,398.15,8,0.405231539,0.5,0,33.20454545,1
80.74875615,408.15,8,0.305903946,8,66.99875615,18.86363636,2
60,433.15,4,0.611751751,3,60,12.95,2
98,393.15,5,0.02,3,68,16.93181818,1
108.074757,373.65,8,0.305903946,8,98.63725703,18.86363636,3
189.6954481,388.15,8,0.203935964,8,178.4454481,18.86363636,2
675.29,373.44,10,1.019586252,0.5,600,19.77272727,2
180.0847115,453.15,40,0,5,180.0847115,23.78409091,2
60,443.15,4,0.045708819,0.42,60,25.02272727,1
291.6697232,373.65,8,0.203935964,8,282.2322232,18.86363636,3
40,473.15,8,8.51E-06,0.509,40,21.375,1
0,433.15,8,0,8,0,18.86363636,1
20,433.15,20,0.152937938,5,20,15.4,2
14,458.15,10,0.076468969,1,2,18.75,2
20,403.15,8,0.810463078,0.5,18.95,33.20454545,2
129.0199261,408.15,8,0.101967982,8,115.2699261,18.86363636,2
35,443.15,2.5,0,1,30,23.86363636,1
90,413.15,6,0,4,60,11.932,1
60,398.15,8,0.405231539,0.5,59.03101852,33.20454545,2
60,398.15,8,2.431389235,0.5,59.03101852,33.20454545,2
390,388.15,10,0.407834501,0.5,360,19.77272727,2
2.033333333,463.15,3.9,0.0815669,0.38,1.7,21.93181818,2
95.83728037,408.15,8,0.407871928,8,82.08728037,18.86363636,2
131.9217484,373.65,8,0.203935964,8,122.4842484,18.86363636,3
210,388.15,10,0.611751751,0.5,180,19.77272727,2
109.1643059,448.15,20,0.101958625,0.5,64.16430595,16.99431818,1
44.66339761,473.15,40,0,5,44.66339761,23.78409091,2
140.6706233,373.65,8,0.203935964,8,131.2331233,18.86363636,3
20.01608498,453.15,10,0,0.5,16.61608498,20.909,2
120,388.15,10,0.815669002,0.5,90,19.77272727,2
82.64871303,398.15,8,0.101967982,8,70.14871303,18.86363636,3
0.663333333,463.15,3.9,0.0815669,0.38,0.33,21.93181818,2
50,403.15,10,0.611751751,0.5,15,19.77272727,2
120,443.15,4,0,10.35,60,20.47,2
155,403.15,10,1.223503502,0.5,120,19.77272727,2
100,398.15,8,0.810463078,0.5,99.03101852,33.20454545,2
189.3506712,398.15,8,0.203935964,8,176.8506712,18.86363636,2
91.72571294,408.15,8,0.101967982,8,77.97571294,18.86363636,3
435.2,373.35,10,0.713710376,0.5,360,19.77272727,2
80,463.15,6,0,0.42,80,24.88636364,1
60,403.15,8,1.215694618,0.5,58.95,33.20454545,2
75.29,373.44,10,1.019586252,0.5,0,19.77272727,1
255.29,373.44,10,1.019586252,0.5,180,19.77272727,2
9.4375,373.65,8,0.101967982,8,0,18.86363636,3
9.889977135,433.15,10,0.111074086,0.5,7.389977135,20.909,2
50,403.15,10,0.407834501,0.5,15,19.77272727,2
115.33551,398.15,8,0.305903946,8,102.83551,18.86363636,3
60,398.15,8,0.810463078,0.5,59.03101852,33.20454545,2
34.10752688,433.15,6,0,5,30.10752688,15.1,1
84,403.15,20,0,1.625,83.82696759,18.6,1
90,473.15,8,0,8,85,16.89772727,1
30,393.15,10,0.407834501,0.425,30,15,3
60,373.15,10,0.303923654,0.5125,55,16.3,3
15,443.15,2.5,0,1,10,23.86363636,1
14,448.15,10,0.076468969,1,5,18.75,2
10.345345,483.15,3,0.040523154,2.75,10,15.94375124,1
6,423.15,20,0,1.625,5.480902778,18.6,1
63.75,448.15,10,0,8,45,18.86363636,2
74.29515419,448.15,20,0.101958625,0.5,29.29515419,18.74431818,3
19.98545246,493.15,40,0,5,19.98545246,23.78409091,1
17,468.15,10,0.076468969,1,7,18.75,3
87,413.15,5,0.02,3,57,16.93181818,1
139.8319218,418.15,8,0,5,119.8319218,16.70454545,1
60,443.15,10,0.865916206,0.178,30,19.77272727,3
50.71428571,443.15,15,0,0.59,30,16.03409,2
30,458.15,3.333333333,0,1,20,23.86363636,1
578.4880105,373.65,8,0.101967982,8,569.0505105,18.86363636,3
121.894318,408.15,8,0.305903946,8,108.144318,18.86363636,2
60,423.15,6,0,0.42,60,24.88636364,1
30.48697621,408.15,8,0.101967982,8,16.73697621,18.86363636,3
60,388.15,10,0.611751751,0.5,30,19.77272727,2
110,438.15,4,0,5,60,17.6,2
375.58,373.73,10,2.039172504,0.5,300,19.77272727,3
4,463.15,1.53164557,0.101307885,6,3.5,17.04545455,3
1.533333333,463.15,5,0.1631338,0.38,1.2,22.38636364,2
14,468.15,10,0.076468969,1,7,18.75,2
34,433.15,9,0.152937938,0.84,30,16.59090909,3
155.0667817,373.65,8,0.101967982,8,145.6292817,18.86363636,3
195.29,373.44,10,1.019586252,0.5,120,19.77272727,2
18.2472391,473.15,40,0,0.425,13.99317406,20.9,3
65,443.15,5,0,13.375,20,16.81818182,2
80,433.15,8,0,2,50,19.48,2
36.95,448.15,6,0,8,18.2,18.86363636,1
84.53588438,388.15,8,0.203935964,8,73.28588438,18.86363636,3
4.938088012,473.15,10,0,0.5,1.138088012,20.909,1
60,398.15,8,0.405231539,0.5,59.03101852,33.20454545,2
60,388.15,10,0.815669002,0.5,30,19.77272727,2
92.9764904,408.15,8,0.203935964,8,79.2264904,18.86363636,2
91.41565318,448.15,20,0.101958625,0.5,46.41565318,16.59090909,2
44.625,463.15,8,0,8,24,18.86363636,2
54.80203645,373.65,8,0.203935964,8,45.36453645,18.86363636,3
20,420.15,6,0.18,0.5,20,14.64,1
62.5,438.15,5,0,13.375,20,16.81818182,1
40,453.15,15,0,0.177,30,12.16,2
39.92039708,463.15,6,0,0.42,39.92039708,24.88636364,1
17,458.15,10,0.076468969,1,7,18.75,3
134,393.15,5,0.02,3,104,16.93181818,1
14.6837652,448.15,6,0,5,14.6837652,15.1,1
59.89433328,473.15,40,0,5,59.89433328,23.78409091,1
55,423.15,10,0,0.177,45,12.16,1
26.25,448.15,8,0,8,7.5,18.86363636,1
47.17850719,448.15,6,0,5,23.74100719,15.02,2
270,388.15,10,0.407834501,0.5,240,19.77272727,2
199.7104343,418.15,8,0,5,179.7104343,16.70454545,1
80.23044065,433.15,6,0,5,59.13669065,14.72,1
40,443.15,10,0.865916206,0.178,10,19.77272727,1
14.73585673,513.15,40,0,0.425,9.509433962,20.9,1
150,443.15,4,0.099913408,10.35,90,20.47,2
20,453.15,19,0,0.42,20,12.95454545,3
40,396.15,8,1.013078848,0.5,39.05039815,33.20454545,2
20,473.15,8,8.51E-06,0.509,20,21.375,1
375.2,373.35,10,0.713710376,0.5,300,19.77272727,2
90,403.15,5,0.405231539,4,90,16.375,2
40,473.15,15,0,0.59,15,15,2
20,403.15,8,0.405231539,0.5,18.95,33.20454545,1
59.87218019,433.15,10,0.111074086,0.5,57.37218019,20.909,2
34.96153846,433.15,10,0.101958625,0.5,32.46153846,20.909,2
80,400.15,8,1.013078848,0.5,79.01163889,33.20454545,2
100,423.15,50,0,2,95,12.386,1
49.49450549,440.15,6,0,5,45.49450549,15.1,2
60,363.15,10,0.303923654,0.5125,55,16.3,2
240,433.15,4.76,0,5,62.8125,21.59,1
100,423.15,10,0.1086,2,95,12.386,2
10.25116,453.15,3,0.20261577,2.75,10,15.94375124,3
97,422.4227273,7.69,0,5,30,14.5,1
200.2218491,438.15,8,0,5,180.2218491,17.84090909,1
46.96969697,478.15,8,0,8,0,19.886,2
50,403.15,10,1.223503502,0.5,15,19.77272727,2
55,423.15,10,0,0.177,45,12.16,1
60,433.15,8,0,2,30,19.48,1
135.2,373.35,10,0.713710376,0.5,60,19.77272727,1
140.7142857,443.15,15,0,0.59,120,16.03409,2
60,398.15,10,0.810463078,0.5,59.03101852,33.20454545,2
67.71245504,433.15,6,0,5,46.61870504,14.72,1
4.033333333,443.15,5,0.0815669,0.38,3.7,22.38636364,2
65,403.15,10,0.407834501,0.5,30,19.77272727,2
78.99433428,448.15,20,0.101958625,0.5,33.99433428,16.99431818,3
330,388.15,10,1.223503502,0.5,300,19.77272727,2
20,403.15,8,1.215694618,0.5,18.95,33.20454545,2
47.23087819,448.15,20,0.101958625,0.5,2.230878187,16.99431818,1
40,403.15,8,0.405231539,0.5,38.98256944,33.20454545,2
9.903499795,473.15,40,0,5,9.903499795,23.78409091,1
137.8877551,398.15,8,0.407871928,8,125.3877551,18.86363636,2
30,443.15,20,0,1.625,29.13483796,18.6,3
60,463.15,6,0,0.42,60,24.88636364,2
56,483.15,10,0,12,0,17.4,2
15,463.15,20,0.5,7.9,15,18.75,2
135,423.15,4,0,4,100,19.48,1
229.3104615,373.65,8,0.305903946,8,219.8729615,18.86363636,3
40,453.15,19,0,0.42,40,12.95454545,2
8,463.15,1.53164557,0.101307885,6,7.5,17.04545455,3
45,473.15,5,0,1,30,23.86363636,1
82.875,433.15,8,0,8,66,18.86363636,1
15.96221701,408.15,8,0.203935964,8,2.212217007,18.86363636,3
30,443.15,10,0.832611736,0.84,30,19.96590909,2
45,433.15,4,0.821948239,20,40,19.33,2
435.375,373.525,10,1.325462127,0.5,360,19.77272727,2
